hue_mean,hue_std,saturation_mean,saturation_std,value_mean,value_std,number_lines,has_circle,has_triangle,Path,ClassId
153.2073,61.0597668412679,91.9556,40.78674574711741,17.8427,19.008286527459543,2.0,0.0,0.0,0001.png,0
81.7387,87.96412122172312,151.8222,55.36234268128472,126.3639,91.4949980971091,49.0,1.0,0.0,0002.png,1
153.4376,57.67673973310211,95.8184,38.06896139166395,21.299,22.463993389422104,1.0,0.0,0.0,0003.png,0
82.5612,83.47198604657733,147.915,63.461210002646496,127.8036,90.16710279830444,42.0,1.0,0.0,0004.png,1
154.4448,57.90306859709596,95.9104,40.23866264974521,24.2915,24.985162151765195,1.0,0.0,0.0,0005.png,0
93.713,86.60069532630786,130.7598,74.11068279242879,139.9695,98.91812659846526,49.0,1.0,0.0,0006.png,1
153.9858,58.37565587091934,97.2513,40.3998805482145,26.7532,26.459000165539134,1.0,0.0,0.0,0007.png,0
95.6083,85.86023335112712,129.0407,71.50703072782424,145.8324,96.94270735975967,57.0,1.0,0.0,0008.png,1
151.1594,61.39708781074229,96.7404,40.541864878665855,26.2248,26.169605747125807,1.0,0.0,0.0,0009.png,0
99.1699,83.19627656325733,130.4864,73.56407965196057,158.8599,90.94386769865245,60.0,1.0,0.0,0010.png,1
154.1436,57.34795357325316,99.9268,40.30850830482319,29.7537,27.963737881585143,4.0,0.0,0.0,0011.png,0
109.2125,80.25857177741204,121.8405,74.14309583332759,154.7695,97.0292222464449,56.0,1.0,0.0,0012.png,1
153.1005,56.268811963200356,104.4845,38.386642986200286,35.824,30.745253682479188,7.0,0.0,1.0,0013.png,0
106.6356,79.94347260808726,133.1285,69.24483798630769,140.4345,98.92178379785719,50.0,1.0,0.0,0014.png,1
148.1233,60.12915513384501,105.1206,41.21256429342877,39.245,31.931329051575663,7.0,0.0,0.0,0015.png,0
99.2176,81.95848491913452,136.886,71.17344732412502,145.7449,97.45176152327879,55.0,1.0,0.0,0016.png,1
152.8064,54.60310356600621,105.3795,37.69273510572031,44.5163,33.19851704986234,8.0,0.0,0.0,0017.png,0
108.8805,84.89220117154461,137.2706,70.23007030923435,149.4649,94.67856023403608,59.0,1.0,0.0,0018.png,1
149.9218,56.03023366683384,107.0951,38.5160778894996,44.697,33.26013516208255,12.0,0.0,1.0,0019.png,0
95.8591,82.87516544291178,142.4014,69.58234171138537,139.2966,102.11900326795205,48.0,1.0,0.0,0020.png,1
148.8712,58.684142752194994,107.5235,40.052316384324136,44.962,33.242038986801035,11.0,0.0,1.0,0021.png,0
87.6114,83.05928599524559,141.3498,69.41378710285156,134.0096,103.58405431262092,42.0,1.0,0.0,0022.png,1
143.5666,62.90822970359284,107.0536,42.94787919141061,42.2644,32.96129688953394,14.0,0.0,0.0,0023.png,0
93.7829,79.69835109705846,135.0337,76.75034439212634,166.2918,98.43755814098601,48.0,1.0,0.0,0024.png,1
141.9334,68.85151533873456,103.4415,47.31921784803718,40.1592,33.72532365093032,12.0,0.0,1.0,0025.png,0
92.1221,80.4413736306759,145.6549,71.99948337307706,152.5422,100.80865349343776,49.0,1.0,0.0,0026.png,1
133.7765,76.13511901711325,100.9591,53.68861170853648,37.1739,33.870796547911304,13.0,0.0,1.0,0027.png,0
96.0973,79.18084384944379,143.9663,77.49866685504983,162.6076,101.9714941649871,40.0,1.0,0.0,0028.png,1
132.0705,77.42378271403433,102.8586,54.90204191138978,36.8028,34.662427961122404,12.0,0.0,1.0,0029.png,0
91.8367,81.34309825123457,115.9816,92.31357571581766,198.4724,85.86181944403461,44.0,1.0,0.0,0030.png,1
131.0279,80.2845260407633,101.1711,56.70689574284595,36.6049,35.9955135536361,12.0,0.0,1.0,0031.png,0
85.8951,82.1174920220412,114.6816,91.87309193360154,184.2712,99.09426144111474,34.0,1.0,0.0,0032.png,1
130.19,80.52438450556451,103.5323,56.651082573151236,33.7383,34.415958698109804,8.0,0.0,1.0,0033.png,0
90.6676,82.25487651343232,120.4719,91.71076387420399,179.3392,101.4272554265371,32.0,1.0,0.0,0034.png,1
126.5643,82.16033754501012,97.4158,59.28452504962826,27.9596,32.42586263833238,10.0,0.0,1.0,0035.png,0
98.4653,80.5081424199441,122.6375,91.32530040328365,183.1911,98.24769096925382,37.0,1.0,0.0,0036.png,1
121.4073,86.28139432525415,94.3902,62.239485408862436,20.9893,27.142107241516822,9.0,0.0,1.0,0037.png,0
100.1089,79.88012293925192,116.2958,98.80700330624343,211.358,77.29676471884189,43.0,1.0,0.0,0038.png,1
108.4929,90.20286996315583,86.9667,66.86940399846554,17.7949,24.930195225669614,9.0,0.0,1.0,0039.png,0
98.1801,80.30218592286265,112.7658,101.87928715082374,220.5231,68.6028721438833,41.0,1.0,0.0,0040.png,1
102.9062,89.50425800798529,85.7646,67.82330710633329,16.5407,24.264293591819236,11.0,0.0,1.0,0041.png,0
86.7209,80.62782524160006,102.6995,103.23863036552741,229.9954,57.2372848660731,35.0,1.0,0.0,0042.png,1
99.1747,91.19728493716248,81.7821,69.26477040740119,14.9327,22.450709804146506,10.0,0.0,1.0,0043.png,0
89.1708,79.08526934492922,112.3694,103.19236475456893,223.7154,67.18265105546223,35.0,1.0,0.0,0044.png,1
99.6948,92.08816456505146,83.4078,70.13715348629427,15.1719,22.539639535493908,9.0,0.0,1.0,0045.png,0
88.86,79.73857535722594,133.484,95.51858219215777,188.9333,95.74109175850253,40.0,1.0,0.0,0046.png,1
101.953,91.62862429939675,87.0054,69.74612943267891,15.307,22.622050106035925,12.0,0.0,1.0,0047.png,0
101.4335,79.31280336585009,145.937,90.76184678046167,187.7975,94.66250099036048,40.0,1.0,0.0,0048.png,1
98.3721,92.75466695315122,85.6376,71.63491234195796,16.0234,23.15843803972971,11.0,0.0,1.0,0049.png,0
111.8817,73.51076047157994,146.91,89.49337014550296,195.9041,88.63521931596944,37.0,1.0,0.0,0050.png,1
95.6868,92.08821914751094,84.1662,71.84801303835758,15.6841,22.933026559745663,12.0,0.0,1.0,0051.png,0
120.7367,73.47028496684901,141.226,93.5174279158703,200.4425,72.24528423191371,39.0,1.0,0.0,0052.png,1
108.2413,90.0559441364644,89.5796,67.7268444845912,15.3231,22.408857766294116,11.0,0.0,1.0,0053.png,0
132.5253,63.87651806344801,154.7572,81.58530534452879,190.0334,73.55368437026115,35.0,1.0,0.0,0054.png,1
98.6176,90.67093564224427,85.5741,68.92261972088698,15.3936,22.601806986168164,11.0,0.0,0.0,0055.png,0
133.3277,64.91945403890887,162.7723,77.85876606208193,171.1141,79.50023321468937,35.0,1.0,0.0,0056.png,1
100.0501,90.05834547664087,89.1116,67.30346161558111,15.7443,22.298531734399013,10.0,0.0,0.0,0057.png,0
129.8395,67.90808449477868,164.2495,78.2162364841853,144.9161,77.720979540855,37.0,1.0,0.0,0058.png,1
116.5715,88.64276895353619,93.7339,63.65921999828462,18.2421,23.26898982745061,9.0,0.0,0.0,0059.png,0
128.3164,70.14045117505304,160.7868,79.23730652767041,125.8266,75.45830724605476,32.0,1.0,0.0,0060.png,1
125.7335,80.58558604210805,94.1768,56.208388535520214,4.7999,6.152744102431044,0.0,0.0,0.0,0061.png,0
101.9892,80.30604014244507,159.0724,60.6460366243335,147.1574,76.31143181227829,57.0,1.0,0.0,0062.png,1
112.7911,84.90196853306759,85.2384,60.33174591738582,4.7375,6.060230503041943,0.0,0.0,0.0,0063.png,0
107.5436,80.13916956794598,163.9275,54.27673390827786,151.7768,74.27775024702888,45.0,1.0,0.0,0064.png,1
113.794,84.67637311552733,86.0815,60.850237943248835,4.6653,6.010497143331822,0.0,0.0,0.0,0065.png,0
109.7998,79.88527724155433,161.7656,55.484683081369404,146.7198,74.85728880984136,36.0,0.0,0.0,0066.png,1
121.6536,82.35543823597808,92.0058,58.14234744452618,4.363,5.721715739181737,0.0,0.0,0.0,0067.png,0
97.0028,78.23897744832814,164.992,59.17473900238175,146.6939,74.86325936525874,57.0,1.0,0.0,0068.png,1
127.5538,79.32155511309647,97.4403,54.86232073026076,4.4135,5.754399860107047,0.0,0.0,0.0,0069.png,0
95.2108,79.76390890220966,169.4116,53.447420755729645,151.4326,75.45668331725162,51.0,1.0,0.0,0070.png,1
129.7551,78.622640021752,98.637,55.37455942036921,4.3991,5.750114711029685,0.0,0.0,0.0,0071.png,0
95.7392,79.31481944353149,169.3205,55.38252955355145,144.1539,75.80939265546189,54.0,1.0,0.0,0072.png,1
128.6075,79.83811898930234,98.4489,54.03357649452792,4.6548,5.973092746643066,0.0,0.0,0.0,0073.png,0
94.803,80.68934868370174,172.2875,53.684731942611016,142.8376,73.9908590721854,48.0,1.0,0.0,0074.png,1
124.9972,80.93553973477906,95.8983,55.51180376379425,4.9367,6.20084616080741,0.0,0.0,0.0,0075.png,0
89.5298,81.86059071348068,174.9489,49.705431180002854,142.4668,73.09417964352565,46.0,1.0,0.0,0076.png,1
119.676,82.64935706948964,91.5529,58.21838886116653,4.9417,6.093545856888253,0.0,0.0,0.0,0077.png,0
85.2786,79.29089343701456,175.3578,51.23427738496953,142.6926,74.44666214975659,44.0,0.0,0.0,0078.png,1
122.127,81.37516372333761,93.9233,57.146702591750646,4.9729,6.059188525702101,0.0,0.0,0.0,0079.png,0
87.129,78.6199908356647,172.6704,51.97092036745164,139.0632,70.36855836067696,48.0,1.0,0.0,0080.png,1
123.4234,81.49177831192543,91.7932,57.21604699522678,5.0185,6.142992572842654,0.0,0.0,0.0,0081.png,0
85.1622,77.441188595992,170.7249,54.34293532732659,140.6044,71.5239057982714,50.0,1.0,0.0,0082.png,1
121.1402,83.02274955673295,92.8839,58.19008180772734,5.0886,6.245634478577817,0.0,0.0,0.0,0083.png,0
85.7825,76.40441867948476,169.6437,52.69057553595329,144.6816,71.66592510698513,53.0,1.0,0.0,0084.png,1
111.7063,86.89921541826484,85.988,61.390556733100254,4.943,6.091646000876938,0.0,0.0,0.0,0085.png,0
83.39,75.28680827342862,173.4726,54.395665721084804,151.9207,70.03474860031982,58.0,1.0,0.0,0086.png,1
117.5488,83.68972110456576,88.5649,57.851487344665564,5.0079,5.925895509541153,0.0,0.0,0.0,0087.png,0
84.6479,74.29865090020141,173.4404,54.81854474390943,151.0603,70.50569951365635,47.0,1.0,0.0,0088.png,1
126.1476,80.58377388928865,94.3074,54.71043689498376,5.2783,6.17166501926344,0.0,0.0,0.0,0089.png,0
81.5105,74.3441758966363,173.0351,55.20661253862621,153.8058,69.13638467811288,44.0,1.0,0.0,0090.png,1
132.7756,77.89748419968389,97.353,52.87901654720897,5.6079,6.286028761467768,0.0,0.0,0.0,0091.png,0
100.3464,74.61017629680283,165.5845,58.72317310696008,147.6095,66.46062450616907,58.0,1.0,0.0,0092.png,1
130.1479,76.23819269624641,99.9312,52.66494532950737,9.0917,13.101743819431059,1.0,0.0,0.0,0093.png,0
122.04,71.02364113448422,164.5187,57.85544097412101,128.9733,62.22009150676331,47.0,1.0,0.0,0094.png,1
135.036,72.06411106785401,104.4622,49.550769632367974,13.7295,19.32084184889468,1.0,0.0,0.0,0095.png,0
125.0887,70.35145366166928,157.1827,64.49595894868143,106.841,59.17799691608359,40.0,1.0,0.0,0096.png,1
137.1462,69.24989260323802,109.034,47.700553917119244,16.1906,21.384959004870687,1.0,0.0,0.0,0097.png,0
113.0584,74.3094165596797,155.7863,63.71015329058626,95.96,57.146464457567276,28.0,1.0,0.0,0098.png,1
134.6096,69.27987289133836,108.2243,47.110695065027436,20.5058,24.525300535569386,1.0,0.0,0.0,0099.png,0
100.6983,80.41421812782862,169.0074,54.99579570512641,100.1986,51.95429104549498,23.0,1.0,0.0,0100.png,1
137.8735,65.7071190796705,112.0496,43.09922667334067,24.2821,26.03582377398495,1.0,0.0,0.0,0101.png,0
114.6382,80.62091230419065,164.7682,54.76970758329827,98.4088,48.32220692973367,27.0,0.0,0.0,0102.png,1
140.6926,63.615054077160075,115.2762,41.82443440813037,26.536,26.198066798907128,1.0,0.0,0.0,0103.png,0
122.985,75.88686299353796,159.6136,56.73985631846453,96.7177,48.66569435146282,22.0,0.0,0.0,0104.png,1
141.2138,61.760190167777175,119.3457,39.20528014834226,30.3846,26.812420309252204,3.0,0.0,0.0,0105.png,0
131.6728,75.45892352903002,153.736,61.89657425092281,79.8199,40.12739542993042,18.0,0.0,0.0,0106.png,1
141.8385,56.88506146388523,124.2768,35.88572671355563,36.1622,26.403209864711524,5.0,0.0,0.0,0107.png,0
132.6555,80.49094868213443,154.6801,62.25894926827789,67.0461,34.33527886576721,10.0,0.0,0.0,0108.png,1
144.0743,54.26744677529983,127.0661,33.36659902941862,37.8052,25.853712556613605,7.0,0.0,0.0,0109.png,0
115.3936,87.10672350077232,161.2178,58.445150039673955,66.2941,32.54112482982111,12.0,0.0,0.0,0110.png,1
143.067,55.080030056273564,128.7063,33.38068663628716,38.4087,24.44505398459983,7.0,0.0,0.0,0111.png,0
119.2068,87.98531260250202,165.0881,54.287758642165365,60.7329,28.90172239832775,6.0,0.0,0.0,0112.png,1
144.5273,52.80593010931632,129.4306,35.4135452001067,38.0387,24.104945598569604,7.0,0.0,0.0,0113.png,0
110.9585,89.65267300950931,164.6611,53.419131842346516,53.1733,27.196695885897608,6.0,0.0,0.0,0114.png,1
143.214,55.01536152748612,131.1521,38.31294775385992,37.1207,23.814674709304768,7.0,0.0,0.0,0115.png,0
118.2138,89.43531120066615,168.2207,50.7890381038074,47.5446,22.48664961349289,4.0,0.0,0.0,0116.png,1
147.3733,51.760733641535644,132.8858,37.073299804036864,36.8526,23.358974147851615,7.0,0.0,0.0,0117.png,0
111.2802,88.90135144057147,169.154,49.32966940898752,41.3229,19.306170919941636,4.0,0.0,0.0,0118.png,1
148.9661,51.260945668120485,133.3684,38.90222206301332,35.0604,22.69155243344977,5.0,0.0,0.0,0119.png,0
114.4452,87.17673655832729,164.6529,54.30843600758542,41.2931,18.324606200134287,4.0,0.0,0.0,0120.png,1
85.829,88.60000541196372,67.6033,61.29044239610283,2.3086,2.382470574844525,0.0,0.0,0.0,0121.png,0
67.7062,69.1394668880228,105.5581,50.04185872237361,148.1253,90.36572248319602,38.0,1.0,0.0,0122.png,1
79.5649,89.26400387608659,65.2743,62.4969860034066,2.3259,3.0537991404150993,0.0,0.0,0.0,0123.png,0
72.4477,73.93319595898718,113.1823,56.38061073374427,142.2528,89.88357187028117,38.0,1.0,0.0,0124.png,1
75.3485,89.60909243904884,63.3159,63.8249129038967,2.4293,3.376181498379493,0.0,0.0,0.0,0125.png,0
70.1567,73.75825475911154,112.4439,56.425016196630374,143.6077,87.96572969463732,38.0,1.0,0.0,0126.png,1
70.7281,88.45950808358592,60.7758,66.07123076165603,2.3266,2.9407367172190035,0.0,0.0,0.0,0127.png,0
72.8018,75.52987698096693,113.915,55.29569219206863,144.8206,87.22823519732587,36.0,1.0,0.0,0128.png,1
67.8025,89.06964630978388,60.5102,66.55543175398985,2.414,3.7573666310329634,0.0,0.0,0.0,0129.png,0
71.4124,73.29480695274393,114.2332,55.205157528622266,149.1702,88.42260588763487,30.0,1.0,0.0,0130.png,1
62.9085,87.02955433500736,56.1639,67.48740502338195,2.2089,2.657190394006421,0.0,0.0,0.0,0131.png,0
70.4884,70.82521066287062,113.6204,54.32272180073454,148.3829,89.68698170632123,31.0,1.0,0.0,0132.png,1
59.5126,86.7871363811481,55.2206,68.00478906400637,2.256,3.059487538788155,0.0,0.0,0.0,0133.png,0
76.8169,72.33891327902293,114.5045,56.75026325709864,152.7023,93.4101914927381,30.0,1.0,0.0,0134.png,1
58.6985,86.73918836229677,53.3532,68.53250068223105,2.2245,3.7452769924265947,0.0,0.0,0.0,0135.png,0
79.5852,75.26140007307863,117.1654,59.277911930499045,150.1531,94.43961700679435,32.0,1.0,0.0,0136.png,1
59.0359,86.47071186933759,57.3995,73.78318575224304,2.1164,3.6741054748060784,0.0,0.0,0.0,0137.png,0
82.4268,70.94260244563911,109.9001,57.634740564957866,155.9949,94.50854180437872,31.0,1.0,0.0,0138.png,1
56.7827,86.14035802520209,61.7722,78.79989408089328,2.0529,3.20441907215645,0.0,0.0,0.0,0139.png,0
83.3423,67.32399372222359,105.7301,59.639252627694795,158.1567,94.70500485776874,31.0,1.0,0.0,0140.png,1
56.3286,86.86375551425347,62.0354,80.19662553274921,2.0212,3.5771427927886803,0.0,0.0,0.0,0141.png,0
84.6873,73.28635833980292,110.4672,63.551798748422534,148.8443,95.45196832705966,33.0,1.0,0.0,0142.png,1
62.9429,88.97377725818994,71.0403,86.70793433077505,2.0299,3.475112370845006,0.0,0.0,0.0,0143.png,0
83.8678,69.4040973081561,106.2032,63.181710247191,154.3175,95.71218362230589,31.0,1.0,0.0,0144.png,1
62.8064,89.79259278492854,72.0149,89.19592971649547,2.0831,4.978714130174578,0.0,0.0,0.0,0145.png,0
83.7075,69.16244605094589,105.5716,64.78679860465402,153.4377,96.45607766600298,31.0,1.0,0.0,0146.png,1
68.9096,91.81954382287032,80.0708,94.1225838327869,2.0064,3.6618245506850817,0.0,0.0,0.0,0147.png,0
86.5859,70.08799056321989,110.9855,68.15221412213985,146.9075,96.07395247282169,30.0,1.0,0.0,0148.png,1
74.3437,94.1345503537888,87.2435,97.40255134107116,2.0227,4.188864369969503,0.0,0.0,0.0,0149.png,0
88.0244,69.031986822342,102.3605,66.13636170632613,157.136,95.44380809670159,33.0,1.0,0.0,0150.png,1
77.4008,93.95723154371888,91.8594,97.42746959477086,2.0004,2.7286992945357684,0.0,0.0,0.0,0151.png,0
88.4942,70.4610854753175,109.6388,68.61037920431572,141.757,95.41837638002441,29.0,1.0,0.0,0152.png,1
90.3418,95.31108945322156,110.6836,102.66334054101299,2.0687,3.619665773244817,0.0,0.0,0.0,0153.png,0
90.853,70.82083585358195,109.7346,68.4824587966875,141.988,95.21786416424179,38.0,1.0,0.0,0154.png,1
98.591,95.18961035218075,117.893,102.90469353241377,2.1382,4.277090221166722,0.0,0.0,0.0,0155.png,0
92.8293,67.4420874640606,102.7949,70.9564967708384,149.7014,95.49250985307695,32.0,1.0,0.0,0156.png,1
101.3564,95.47384342865851,124.9284,105.69907792142747,2.0499,4.167686407348806,0.0,0.0,0.0,0157.png,0
91.2957,71.11470636591281,103.2354,70.77209045125062,151.3734,96.62272906744045,32.0,1.0,0.0,0158.png,1
106.5347,93.42908859616475,134.4467,103.33273614450553,2.0975,3.615687175351319,0.0,0.0,0.0,0159.png,0
92.6331,70.71497355150463,106.7816,69.59922198875502,144.4978,97.24153328264626,33.0,1.0,0.0,0160.png,1
109.6974,91.36873006253288,141.2046,102.67128682762284,2.1368,4.043548659284316,0.0,0.0,0.0,0161.png,0
93.5977,72.48469669323312,112.5796,66.56686310650367,137.8112,96.83496039427082,34.0,1.0,0.0,0162.png,1
112.5468,90.64343666123875,145.2491,102.77490768271213,2.1088,3.6748826593511796,0.0,0.0,0.0,0163.png,0
95.2388,73.24409583413532,117.4289,66.56236883397405,129.5969,95.0739228726258,31.0,1.0,0.0,0164.png,1
110.6053,91.09600381965173,145.8195,102.78560365999705,2.1352,3.846182647769084,0.0,0.0,0.0,0165.png,0
97.7245,74.24405834644278,121.3239,67.52227476018562,117.1383,90.60624025479702,30.0,1.0,0.0,0166.png,1
107.005,91.42850745254458,139.3784,103.23820423389783,2.154,3.584310812415687,0.0,0.0,0.0,0167.png,0
106.4707,71.05026207910848,123.0048,69.07832349558,91.3725,82.60444384989223,31.0,1.0,0.0,0168.png,1
93.7799,91.31132381030295,122.6845,103.05800094970792,2.0997,3.0396315418155537,0.0,0.0,0.0,0169.png,0
110.2987,71.56040999260695,128.6317,65.47842282088047,91.8168,85.12661768072311,22.0,1.0,0.0,0170.png,1
93.0542,91.79745782079152,119.7108,102.14324923048024,2.15,3.00634329377069,0.0,0.0,0.0,0171.png,0
121.5409,68.64846048667079,129.2083,68.27112648191766,64.982,69.56638035718115,19.0,1.0,0.0,0172.png,1
93.6673,91.3697751486234,120.0179,101.46166852358579,2.1543,2.8867787428204474,0.0,0.0,0.0,0173.png,0
106.1247,70.95139427742065,136.6923,66.44931166468167,72.4776,62.72851104752926,25.0,1.0,0.0,0174.png,1
81.9688,90.50150731650827,105.7139,100.77910421704492,2.0429,2.312673688612382,0.0,0.0,0.0,0175.png,0
118.1767,67.81807633006115,127.7954,69.42561154818875,52.293,46.21943477586025,25.0,0.0,0.0,0176.png,1
78.8077,87.14980390517238,94.895,94.51876520035586,7.4111,28.680709488957906,0.0,0.0,0.0,0177.png,0
123.8819,66.75395383338729,142.6129,65.80933865030099,38.816,32.65190260918956,15.0,0.0,0.0,0178.png,1
103.8463,80.91796263074102,98.51,75.53680626025964,31.9522,53.76043633714295,16.0,0.0,0.0,0179.png,0
115.1289,68.1568931568187,140.3768,67.82847942980884,57.4024,56.21028085893185,19.0,0.0,0.0,0180.png,1
63.2359,88.8780808253081,84.305,110.56598832823772,0.8017,1.0818396877541516,0.0,0.0,0.0,0181.png,0
124.7662,62.547384737972855,122.0159,84.49635523021097,72.3874,72.071247534922,28.0,0.0,0.0,0182.png,1
52.2242,83.30432362344708,77.9811,109.68607086950468,0.7245,1.0498570140738215,0.0,0.0,0.0,0183.png,0
126.2667,62.09749247038885,124.1286,85.30846887642515,68.7666,68.9199370606213,24.0,0.0,0.0,0184.png,1
47.3698,80.5019331939302,69.8535,105.07559677560721,0.6913,1.073221463631808,0.0,0.0,0.0,0185.png,0
125.5616,74.40838531671011,117.433,85.84916721203531,80.5064,79.97627247527858,32.0,0.0,0.0,0186.png,1
45.8127,79.58153566443663,69.148,105.25000188123514,0.6699,1.062513054037455,0.0,0.0,0.0,0187.png,0
123.873,73.81291398529122,116.5421,85.68392047280516,76.1234,77.63570294935185,29.0,0.0,0.0,0188.png,1
49.4144,81.37272314873087,77.1927,109.00083378905869,0.7132,1.0595026002799615,0.0,0.0,0.0,0189.png,0
128.5982,62.091221253571746,120.7083,86.11832680161639,74.2864,81.14851061504456,26.0,0.0,0.0,0190.png,1
46.7152,80.23047232168088,67.3648,105.18302582146987,0.6716,1.0472599677253018,0.0,0.0,0.0,0191.png,0
123.4821,65.25388785038022,127.3362,84.30014335432651,68.0013,78.5065608615611,16.0,0.0,0.0,0192.png,1
46.7903,79.10093125817167,70.5819,105.33928750656139,0.7049,1.070521363635495,0.0,0.0,0.0,0193.png,0
120.973,65.15493128689494,122.2614,86.63787087665531,72.9234,83.57208584473646,26.0,0.0,0.0,0194.png,1
49.6587,81.37675598295867,69.3243,104.50532584280096,0.7232,1.106969629213015,0.0,0.0,0.0,0195.png,0
121.8809,67.01006129821103,114.4927,87.19676912999701,79.604,89.84865488141712,31.0,0.0,0.0,0196.png,1
44.6337,77.88337899905217,65.1126,101.516309631704,0.6897,1.1033648127432738,0.0,0.0,0.0,0197.png,0
